id,titulo,infos,valor,local,data_anuncio,link,DATA_COLETA_METADADOS
1012608621,Apenas 89mil km Volkswagen Saveiro 1.6 Cabine Dupla Cross 2016,84.900 km  |  Câmbio: Manual  |  Flex  |  ,R$ 84.900,Blumenau -  SC,"Hoje, 16:48",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/apenas-89mil-km-volkswagen-saveiro-1-6-cabine-dupla-cross-2016-1012608621,2022-06-01
905206943,Vw Virtus 1.0 Tsi Comfortline 2018,46.860 km  |  Câmbio: Automático  |  Flex  |  ,R$ 85.900,Blumenau -  SC,"Hoje, 16:47",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/vw-virtus-1-0-tsi-comfortline-2018-905206943,2022-06-01
905308776,Ford Ranger 3.2 XLT 2014 4x4 Diesel,210.400 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 144.900,Blumenau -  SC,"Hoje, 16:47",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/ford-ranger-3-2-xlt-2014-4x4-diesel-905308776,2022-06-01
930403673,Toyota Hilux SRX 2.8 CD 2020 - Em estado de Zero,78.100 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 284.900,Blumenau -  SC,"Hoje, 16:47",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-srx-2-8-cd-2020-em-estado-de-zero-930403673,2022-06-01
930393300,Troller T4 3.2 XLT 4×4 2019 35mil km,34.800 km  |  Câmbio: Manual  |  Flex  |  ,R$ 195.900,Blumenau -  SC,"Hoje, 16:47",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/troller-t4-3-2-xlt-4-4-2019-35mil-km-930393300,2022-06-01
905314315,Volkswagen Amarok 2.0 Highline 2022 - Apenas 1900km,1.900 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 289.900,Blumenau -  SC,"Hoje, 16:47",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-amarok-2-0-highline-2022-apenas-1900km-905314315,2022-06-01
1012604153,Honda Fit 1.5 EX 2016 CVT Apenas 89mil km,82.900 km  |  Câmbio: Automático  |  Flex  |  ,R$ 82.900,Blumenau -  SC,"Hoje, 16:47",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/honda-fit-1-5-ex-2016-cvt-apenas-89mil-km-1012604153,2022-06-01
1012605716,Apenas 34milkm Troller T4 3.2 XLT 4×4 2019,34.500 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 195.900,Blumenau -  SC,"Hoje, 16:47",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/apenas-34milkm-troller-t4-3-2-xlt-4-4-2019-1012605716,2022-06-01
1012610275,Toyota Hilux SW4 2.8 SRX 2017,127.900 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 279.900,Blumenau -  SC,"Hoje, 16:47",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-sw4-2-8-srx-2017-1012610275,2022-06-01
1012611165,Ford Focus 2.0 SE 2015 Automático,127.300 km  |  Câmbio: Automático  |  Flex  |  ,R$ 62.900,Blumenau -  SC,"Hoje, 16:47",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/ford-focus-2-0-se-2015-automatico-1012611165,2022-06-01
1014592384,Renault Kwid,108.900 km  |  Câmbio: Manual  |  Flex  |  ,R$ 44.700,Curitiba -  PR,"Hoje, 16:46",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/renault-kwid-1014592384,2022-06-01
1014899606,AMAROK 2.0 4X4 TRENDLINE 16V TURBO DIESEL ,193.000 km  |  Câmbio: Manual  |  Diesel  |  ,R$ 99.990,Gravataí -  RS,"Hoje, 16:44",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/amarok-2-0-4x4-trendline-16v-turbo-diesel-1014899606,2022-06-01
1026522030,Mercedes benz C 300 Sport 2019 ,68.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 265.900,São Paulo -  SP,"Hoje, 16:42",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mercedes-benz-c-300-sport-2019-1026522030,2022-06-01
1029785592,ONIX HATCH LT 1.4 8V FlexPower 5p Mec.,47.906 km  |  Câmbio: Manual  |  Flex  |  ,R$ 45.900,Recife -  PE,"Hoje, 16:42",https://pe.olx.com.br/grande-recife/autos-e-pecas/carros-vans-e-utilitarios/onix-hatch-lt-1-4-8v-flexpower-5p-mec-1029785592,2022-06-01
1014884529,Meriva Joy 1.4,122.947 km  |  Câmbio: Manual  |  Flex  |  ,R$ 28.900,Santo André -  SP,"Hoje, 16:42",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/meriva-joy-1-4-1014884529,2022-06-01
1014389352,"Jeep Renegade Longitude 1.8 16v AT ""Segundo Dono""",80.814 km  |  Câmbio: Automático  |  Flex  |  ,R$ 92.900,Indaial -  SC,"Hoje, 16:41",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-longitude-1-8-16v-at-segundo-dono-1014389352,2022-06-01
750132976,Novo Compass Sport 1.3 flex Okm Pronta Entrega ,2 km  |  Câmbio: Automático  |  Flex  |  ,R$ 168.990,Rio de Janeiro -  RJ,"Hoje, 16:41",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/novo-compass-sport-1-3-flex-okm-pronta-entrega-750132976,2022-06-01
801967700,Renegade Longitude Flex Okm ,0 km  |  Câmbio: Automático  |  Flex  |  ,R$ 117.399,Rio de Janeiro -  RJ,"Hoje, 16:41",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renegade-longitude-flex-okm-801967700,2022-06-01
787260534,Nova Compass Limited 1.3 Turbo Okm Pronta entrega ,0 km  |  Câmbio: Automático  |  Flex  |  ,R$ 199.990,Rio de Janeiro -  RJ,"Hoje, 16:40",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nova-compass-limited-1-3-turbo-okm-pronta-entrega-787260534,2022-06-01
593959133,Renegade Sport Zero km,2 km  |  Câmbio: Automático  |  Flex  |  ,R$ 102.590,Rio de Janeiro -  RJ,"Hoje, 16:40",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renegade-sport-zero-km-593959133,2022-06-01
1026014464,Ranger Xls 2.2 4x4 aut c/ 66.700km,66.700 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 170.000,Bento Gonçalves -  RS,"Hoje, 16:38",https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/ranger-xls-2-2-4x4-aut-c-66-700km-1026014464,2022-06-01
959153221,B200 SPORT 2014 ,135.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 76.990,São José dos Campos -  SP,"Hoje, 16:38",https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/b200-sport-2014-959153221,2022-06-01
1035941413,Fox 1.0 2014 + Garantia Total + IPVA 2022  | 81 98905.7473,70.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 40.980,Recife -  PE,"Hoje, 16:38",https://pe.olx.com.br/grande-recife/autos-e-pecas/carros-vans-e-utilitarios/fox-1-0-2014-garantia-total-ipva-2022-81-98905-7473-1035941413,2022-06-01
947118497,**IPVA 2022 PG **Argo Drive 1.0 3 cilindros 2020 completo ,54.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 57.900,Mauá -  SP,"Hoje, 16:38",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ipva-2022-pg-argo-drive-1-0-3-cilindros-2020-completo-947118497,2022-06-01
1013255687,HONDA HR-V TOURING 2018 - 82.000 KM REVISADA NA AUTORIZADA ,82.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 109.900,Brasília -  DF,"Hoje, 16:38",https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-hr-v-touring-2018-82-000-km-revisada-na-autorizada-1013255687,2022-06-01
905015661,Renault Master furgão 2.3 2014,283.000 km  |  Câmbio: Manual  |  Diesel  |  ,R$ 119.000,Rio do Sul -  SC,"Hoje, 16:38",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/renault-master-furgao-2-3-2014-905015661,2022-06-01
981303906,Peugeot Boxer Mini Bus Turbo 2.0 2020,22.000 km  |  Câmbio: Manual  |  Diesel  |  ,R$ 198.900,Rio do Sul -  SC,"Hoje, 16:38",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/peugeot-boxer-mini-bus-turbo-2-0-2020-981303906,2022-06-01
1021712050,Mercedes c180 Sport turbo 1.6 ,1 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 81.990,Caçapava -  SP,"Hoje, 16:38",https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/mercedes-c180-sport-turbo-1-6-1021712050,2022-06-01
938417073,F1000 1994 ,5.000 km  |  Câmbio: Manual  |  Gás Natural  |  ,R$ 42.900,Rio de Janeiro -  RJ,"Hoje, 16:38",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/f1000-1994-938417073,2022-06-01
1033682925,Suzuki Jimny Forest 2022 ,3.800 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 128.000,Rio de Janeiro -  RJ,"Hoje, 16:38",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/suzuki-jimny-forest-2022-1033682925,2022-06-01
1014108526,HONDA HR-V LX 2016/2016 - REVISADA NA AUTORIZADA,71.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 85.900,Brasília -  DF,"Hoje, 16:38",https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-hr-v-lx-2016-2016-revisada-na-autorizada-1014108526,2022-06-01
1014608540,Nissan Frontier XE 2.3 16v Bi-Turbo Diesel 4X4 - Baixa Km + Único Dono! Ipva 2022 Total ,69.105 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 191.900,São Paulo -  SP,"Hoje, 16:38",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nissan-frontier-xe-2-3-16v-bi-turbo-diesel-4x4-baixa-km-unico-dono-ipva-2022-total-1014608540,2022-06-01
1006246308,308 thp griffe ,30.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 40.000,Conselheiro Lafaiete -  MG,"Hoje, 16:37",https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/308-thp-griffe-1006246308,2022-06-01
1030820750,FORD RANGER 2.3 XLT 16V 4X2 CD GASOLINA 4P MANUAL 2011,135.000 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 58.000,Maringá -  PR,"Hoje, 16:48",https://pr.olx.com.br/regiao-de-maringa/autos-e-pecas/carros-vans-e-utilitarios/ford-ranger-2-3-xlt-16v-4x2-cd-gasolina-4p-manual-2011-1030820750,2022-06-01
1034391889,Hyundai Creta 1.6 16v Attitude,61.900 km  |  Câmbio: Manual  |  Flex  |  ,R$ 84.990,Belo Horizonte -  MG,"Hoje, 16:48",https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-creta-1-6-16v-attitude-1034391889,2022-06-01
1034872027,CITROËN C4 CACTUS 1.6 VTI 120 FLEX FEEL EAT6,4.850 km  |  Câmbio: Automático  |  Flex  |  ,R$ 99.900,Barreiras -  BA,"Hoje, 16:48",https://ba.olx.com.br/regiao-de-vitoria-da-conquista-e-barreiras/autos-e-pecas/carros-vans-e-utilitarios/citro-n-c4-cactus-1-6-vti-120-flex-feel-eat6-1034872027,2022-06-01
938624787,Vendo pampa 1.6 motor ap,399.000 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 16.500,São João Del Rei -  MG,"Hoje, 16:48",https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/vendo-pampa-1-6-motor-ap-938624787,2022-06-01
998743505,CHEVROLET S10 2.4 LTZ 4X2 CD 8V FLEX 4P MANUAL,148.068 km  |  Câmbio: Manual  |  Flex  |  ,R$ 91.900,Marialva -  PR,"Hoje, 16:48",https://pr.olx.com.br/regiao-de-maringa/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-s10-2-4-ltz-4x2-cd-8v-flex-4p-manual-998743505,2022-06-01
1008945691,Ford KA SE 1.0 2015,1 km  |  Câmbio: Manual  |  Flex  |  ,R$ 41.900,Recife -  PE,"Hoje, 16:48",https://pe.olx.com.br/grande-recife/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-1-0-2015-1008945691,2022-06-01
1024771100,GOL G6 2013 1.6 COMPLETO (Ent. 3000),88.200 km  |  Câmbio: Manual  |  Flex  |  ,,Manaus -  AM,"Hoje, 16:48",https://am.olx.com.br/regiao-de-manaus/autos-e-pecas/carros-vans-e-utilitarios/gol-g6-2013-1-6-completo-ent-3000-1024771100,2022-06-01
1034882457,CHEVROLET TRACKER 1.0 TURBO FLEX LTZ AUTOMÁTICO,0 km  |  Câmbio: Automático  |  Flex  |  ,R$ 129.720,Londrina -  PR,"Hoje, 16:48",https://pr.olx.com.br/regiao-de-londrina/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-tracker-1-0-turbo-flex-ltz-automatico-1034882457,2022-06-01
984311308,Chrysler 300 c 3.6 v6,101.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 99.900,Santos -  SP,"Hoje, 16:48",https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/chrysler-300-c-3-6-v6-984311308,2022-06-01
1016666715,Amarok 2.0 Highline 4x4 CD 16v Turbo Intercooler Diesel Automática - 2013 !,187.000 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 129.900,Campo Largo -  PR,"Hoje, 16:48",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/amarok-2-0-highline-4x4-cd-16v-turbo-intercooler-diesel-automatica-2013-1016666715,2022-06-01
999246014,Toro volcano 2019 ,63.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 128.900,Sorocaba -  SP,"Hoje, 16:48",https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/toro-volcano-2019-999246014,2022-06-01
1008682708,Onix Plus Turbo ,44.040 km  |  Câmbio: Manual  |  Flex  |  ,R$ 83.990,Ponta Grossa -  PR,"Hoje, 16:48",https://pr.olx.com.br/regiao-de-ponta-grossa-e-guarapuava/autos-e-pecas/carros-vans-e-utilitarios/onix-plus-turbo-1008682708,2022-06-01
1004974455,Volkswagen Voyage 2021 1.6 msi totalflex 4p manual,43.071 km  |  Câmbio: Manual  |  Flex  |  ,R$ 62.900,Rio de Janeiro -  RJ,"Hoje, 16:48",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-voyage-2021-1-6-msi-totalflex-4p-manual-1004974455,2022-06-01
1010747334,Yaris xl 1.3 2019 9 mil km apenas zerado carro pra pessoas exigentes ,9 km  |  Câmbio: Manual  |  Flex  |  ,,Sorocaba -  SP,"Hoje, 16:48",https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/yaris-xl-1-3-2019-9-mil-km-apenas-zerado-carro-pra-pessoas-exigentes-1010747334,2022-06-01
988339381,VOLKSWAGEN POLO 1.0 200 TSI SENSE AUTOMÁTICO,5.821 km  |  Câmbio: Automático  |  Flex  |  ,R$ 87.790,São Paulo -  SP,"Hoje, 16:48",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-polo-1-0-200-tsi-sense-automatico-988339381,2022-06-01
964213237,Volkswagen Voyage TRENDLINE 1.0 MPI 12V,0 km  |  Câmbio: Manual  |  Flex  |  ,R$ 55.900,Joinville -  SC,"Hoje, 16:48",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-voyage-trendline-1-0-mpi-12v-964213237,2022-06-01
998093770,EcoSport Freestyle 2013 Manual ,129.759 km  |  Câmbio: Manual  |  Flex  |  ,R$ 57.490,Curitiba -  PR,"Hoje, 16:48",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/ecosport-freestyle-2013-manual-998093770,2022-06-01
1033463463,Onix 1.0,40.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 54.000,Aparecida de Goiânia -  GO,"Hoje, 16:48",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/onix-1-0-1033463463,2022-06-01
970872516,Jetta tsi 2.0 Highline 2013 ,113.000 km  |  Câmbio: Automático  |  ,R$ 78.900,Novo Hamburgo -  RS,"Hoje, 16:48",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jetta-tsi-2-0-highline-2013-970872516,2022-06-01
1021481124,Honda HR-V EX CVT - 2019 Revisões em dia,30.800 km  |  Câmbio: Automático  |  Flex  |  ,R$ 119.900,Guarapari -  ES,"Hoje, 16:48",https://es.olx.com.br/norte-do-espirito-santo/autos-e-pecas/carros-vans-e-utilitarios/honda-hr-v-ex-cvt-2019-revisoes-em-dia-1021481124,2022-06-01
1036897104,"Cruze Sedan  LT 1.8  Aut., Ano 2014 , Carro Impecável !!!!",106.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 59.900,Porto Seguro -  BA,"Hoje, 16:48",https://ba.olx.com.br/sul-da-bahia/autos-e-pecas/carros-vans-e-utilitarios/cruze-sedan-lt-1-8-aut-ano-2014-carro-impecavel--1036897104,2022-06-01
1035315603,FORD KA SEL 1.5 SD B 2018,75.500 km  |  Câmbio: Manual  |  Flex  |  ,R$ 58.900,Curitiba -  PR,"Hoje, 16:48",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-sel-1-5-sd-b-2018-1035315603,2022-06-01
1024651518,NISSAN TIIDA 18SL FLEX 2011,149.443 km  |  Câmbio: Automático  |  Flex  |  ,R$ 43.900,Curitiba -  PR,"Hoje, 16:48",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/nissan-tiida-18sl-flex-2011-1024651518,2022-06-01
1032066663,VOLKSWAGEN VIRTUS 1.6 MSI 16V Cinza 2018/2019,52.904 km  |  Câmbio: Manual  |  Flex  |  ,R$ 73.500,Curitiba -  PR,"Hoje, 16:48",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-virtus-1-6-msi-16v-cinza-2018-2019-1032066663,2022-06-01
911547689,"Fiat Cronos Drive 1.3 2019 preto com gnv ( 60 x R$ 1.430,00 )",55.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 55.900,Rio de Janeiro -  RJ,"Hoje, 16:48",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-cronos-drive-1-3-2019-preto-com-gnv-60-x-r-1-430-00-911547689,2022-06-01
995864438,Jeep - Renegade 1.8 AT6 Sport 68 mil kms - 2016,68.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 79.990,Garopaba -  SC,"Hoje, 16:48",https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-at6-sport-68-mil-kms-2016-995864438,2022-06-01
1034266769,RENAULT LOGAN 1.0 EXPRESSION,138.349 km  |  Câmbio: Manual  |  Flex  |  ,R$ 40.900,Aparecida de Goiânia -  GO,"Hoje, 16:48",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/renault-logan-1-0-expression-1034266769,2022-06-01
942870094,Hilux SW4 SRX 4x4 2.8 TDI 16V Dies. Aut.,45.678 km  |  Câmbio: Manual  |  Diesel  |  ,R$ 319.900,São José -  SC,"Hoje, 16:48",https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hilux-sw4-srx-4x4-2-8-tdi-16v-dies-aut-942870094,2022-06-01
998929205,Ford Ka SE 2018 Completo Extra ,62.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 46.990,Campina Grande -  PB,"Hoje, 16:48",https://pb.olx.com.br/paraiba/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-2018-completo-extra-998929205,2022-06-01
963473330,"Tracker Premier 2018 1.4 turbo ""Top de linha""",94.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 95.900,Curitiba -  PR,"Hoje, 16:48",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/tracker-premier-2018-1-4-turbo-top-de-linha-963473330,2022-06-01
